Title,Genre,Rating,Votes,Duration
468. Oru Anveshanathinte Thudakkam,Action,7.1, (830),3h 1m
469. The Experts,Action,6.2, (257),2h 1m
470. Purushothamudu,Action,7.7, (12),2h
471. The Wolfman,Action,N/A,N/A,N/A
472. Saala,Action,5.9, (1.1K),2h 10m
473. Election,Action,5.9, (805),2h
474. Premalo,Action,7.3, (1.1K),2h 8m
475. Sabari,Action,8.4, (5.4K),2h 9m
476. Losing Lerato 2,Action,9.1, (29),1h 36m
477. Correr para Vivir,Action,7.0, (193),1h 37m
478. Black Storm,Action,6.6, (64),1h 37m
479. Türkler Çildirmis Olmali 2: Mavi Vatan,Action,2.2, (152),1h 40m
480. Por,Action,5.0, (605),2h 34m
481. Samandar,Action,7.6, (136),2h 52m
482. Bastar: The Naxal Story,Action,6.4, (3.3K),2h 4m
483. Dirty Money,Action,5.6, (105),1h 40m
484. DNA,Action,5.1, (207),2h 36m
485. Bheema,Action,5.8, (946),2h 28m
486. RSVP,Action,4.9, (358),N/A
487. Gold Raiders,Action,2.0, (178),1h 28m
488. London Gangsters,Action,4.2, (10),1h 44m
489. Delivery Run,Action,8.5, (11),N/A
490. Komandir,Action,6.3, (512),2h 11m
491. First Nights at Freddy's,Action,9.2, (13),1h 38m
492. Bond of Justice: Kizuna Part I - Encounter,Action,6.1, (17),1h 32m
493. Appudo Ippudo Eppudo,Action,4.7, (225),2h
494. Kill Craft,Action,2.3, (361),1h 39m
495. Bolero,Action,3.2, (24),N/A
496. Chaari 111,Action,4.8, (254),2h 10m
497. Kali,Action,5.1, (403),1h 36m
498. Mister Gates,Action,8.8, (27),N/A
